# 词语	拼音	主码	权重	词长	附加词码
喇叭	la ba	laba	1824	2	labar labarr
腊八	la ba	laba	166	2	labab lababh
拉拔	la ba	laba	68	2	labaq labaqq
拉帮结派	la bang jie pai	labhjxpl	51	4	labhjxplq labhjxplqe
蜡笔	la bi	labi	886	2	labil labilh
拉比	la bi	labi	144	2	labiq labiqp
拉布	la bu	labu	50	2	labuq labuqk
拉布拉多	la bu la duo	labulado	935	4	labuladoq labuladoqn
拉卜楞寺	la bu leng si	labulgsi	39	4	labulgsiq labulgsiqg
拉贝	la bei	labz	292	2	labzq labzqb
拉大	la da	lada	288	2	ladaq ladaqk
辣的	la de	lade	747	2	ladey ladeyh
拉德	la de	lade	98	2	ladeq ladeqh
拉登	la deng	ladg	365	2	ladgq ladgqn
拉到	la dao	ladk	771	2	ladkq ladkqm
拉倒	la dao	ladk	161	2	ladkq ladkqo
拉断	la duan	ladr	55	2	ladrq ladrqv
拉动	la dong	lads	2150	2	ladsq ladsqm
拉肚子	la du zi	laduzi	425	3	laduziq laduziqn
拉丁	la ding	lady	1650	2	ladyq ladyqm
拉丁文	la ding wen	ladywf	124	3	ladywfq ladywfqy
拉丁舞	la ding wu	ladywu	460	3	ladywuq ladywuqo
拉风	la feng	lafg	497	2	lafgq lafgqh
拉夫	la fu	lafu	165	2	lafuq lafuqq
拉斐尔	la fei er	lafzer	132	3	lafzerq lafzerqn
拉钩	la gou	lagb	52	2	lagbq lagbqo
拉杆	la gan	lagj	576	2	lagjq lagjqd
拉高	la gao	lagk	267	2	lagkq lagkqy
拉过	la guo	lago	212	2	lagoq lagoqy
蜡黄	la huang	lahd	50	2	lahdl lahdlt
拉好	la hao	lahk	66	2	lahkq lahkqv
拉环	la huan	lahr	56	2	lahrq lahrqm
拉回	la hui	lahv	440	2	lahvq lahvqw
拉回来	la hui lai	lahvll	101	3	lahvllq lahvllqd
拉床	la chuang	laid	51	2	laidq laidqi
拉扯	la che	laie	472	2	laieq laieqq
拉车	la che	laie	126	2	laieq laieqk
腊肠	la chang	laih	684	2	laihb laihbb
拉长	la chang	laih	532	2	laihq laihqp
拉出	la chu	laiu	495	2	laiuq laiuqu
拉出来	la chu lai	laiull	190	3	laiullq laiullqd
辣椒	la jiao	lajc	2426	2	lajcy lajcyd
辣椒酱	la jiao jiang	lajcjd	112	3	lajcjdy lajcjdyl
辣酱	la jiang	lajd	147	2	lajdy lajdyl
垃圾	la ji	laji	11649	2	lajig lajigg
垃圾堆	la ji dui	lajidv	192	3	lajidvg lajidvgg
垃圾车	la ji che	lajiie	134	3	lajiieg lajiiegk
垃圾场	la ji chang	lajiih	143	3	lajiihg lajiihgg
垃圾桶	la ji tong	lajits	813	3	lajitsg lajitsgd
垃圾箱	la ji xiang	lajixd	275	3	lajixdg lajixdgh
拉近	la jin	lajn	593	2	lajnq lajnqy
拉进	la jin	lajn	176	2	lajnq lajnqy
拉紧	la jin	lajn	170	2	lajnq lajnql
拉锯	la ju	laju	240	2	lajuq lajuqo
拉锯战	la ju zhan	lajuvj	125	3	lajuvjq lajuvjqy
拉客	la ke	lake	183	2	lakeq lakeqj
拉开	la kai	lakl	3080	2	laklq laklqm
拉拉	la la	lala	1369	2	lalaq lalaqq
啦啦	la la	lala	1188	2	lalar lalarr
啦啦队	la la dui	laladv	366	3	laladvr laladvrn
拉拉队	la la dui	laladv	212	3	laladvq laladvqn
啦啦啦	la la la	lalala	512	3	lalalar lalalarr
拉了	la le	lale	798	2	laleq laleqn
拉力	la li	lali	1090	2	laliq laliqk
拉里	la li	lali	159	2	laliq laliqw
拉力赛	la li sai	lalisl	276	3	lalislq lalislqj
拉来	la lai	lall	105	2	lallq lallqd
拉链	la lian	lalm	905	2	lalmq lalmqo
拉练	la lian	lalm	173	2	lalmq lalmqv
拉拢	la long	lals	393	2	lalsq lalsqq
喇嘛	la ma	lama	693	2	lamar lamarr
拉门	la men	lamf	249	2	lamfq lamfql
拉米夫定	la mi fu ding	lamifudy	70	4	lamifudyq lamifudyqj
拉面	la mian	lamm	672	2	lammq lammqm
拉莫斯	la mo si	lamosi	169	3	lamosiq lamosiqt
拉姆	la mu	lamu	201	2	lamuq lamuqv
辣妹	la mei	lamz	765	2	lamzy lamzyv
拉美	la mei	lamz	399	2	lamzq lamzqt
腊梅	la mei	lamz	180	2	lamzb lamzbd
拉票	la piao	lapc	264	2	lapcq lapcqm
拉皮	la pi	lapi	421	2	lapiq lapiqd
拉起	la qi	laqi	623	2	laqiq laqiqg
拉齐奥	la qi ao	laqiao	383	3	laqiaoq laqiaoqh
拉起来	la qi lai	laqill	105	3	laqillq laqillqd
拉去	la qu	laqu	151	2	laquq laquqg
腊肉	la rou	larb	245	2	larbb larbbo
拉人	la ren	larf	116	2	larfq larfqo
蜡染	la ran	larj	92	2	larjl larjle
拉入	la ru	laru	84	2	laruq laruqo
拉萨	la sa	lasa	3579	2	lasaq lasaqt
拉萨市	la sa shi	lasaui	171	3	lasauiq lasauiqy
拉丝	la si	lasi	730	2	lasiq lasiqv
拉斯	la si	lasi	217	2	lasiq lasiqt
邋遢	la ta	lata	386	2	latay latayy
拉脱维亚	la tuo wei ya	latowzya	129	4	latowzyaq latowzyaqm
拉手	la shou	laub	943	2	laubq laubqq
辣手	la shou	laub	154	2	lauby laubyq
辣手摧花	la shou cui hua	laubcvhw	42	4	laubcvhwy laubcvhwyt
拉伸	la shen	lauf	766	2	laufq laufqo
拉升	la sheng	laug	949	2	laugq laugqh
拉上	la shang	lauh	380	2	lauhq lauhqy
拉伤	la shang	lauh	151	2	lauhq lauhqo
拉屎	la shi	laui	245	2	lauiq lauiqs
拉着	la zhe	lave	2574	2	laveq laveqt
拉直	la zhi	lavi	109	2	laviq laviqj
蜡烛	la zhu	lavu	1408	2	lavul lavulf
拉住	la zhu	lavu	966	2	lavuq lavuqo
拉网	la wang	lawh	200	2	lawhq lawhqb
辣味	la wei	lawz	173	2	lawzy lawzyr
腊味	la wei	lawz	66	2	lawzb lawzbr
蜡像	la xiang	laxd	276	2	laxdl laxdlo
蜡像馆	la xiang guan	laxdgr	117	3	laxdgrl laxdgrln
拉稀	la xi	laxi	107	2	laxiq laxiqh
拉线	la xian	laxm	218	2	laxmq laxmqv
落下	la xia	laxw	2826	2	laxwt laxwtm
拉下	la xia	laxw	407	2	laxwq laxwqm
腊月	la yue	layt	315	2	laytb laytbb
拉走	la zou	lazb	141	2	lazbq lazbqg
辣子	la zi	lazi	176	2	laziy laziyn
落在	la zai	lazl	2517	2	lazlt lazltk
列表	lie biao	lb	156370	2	lbm lbmq lxbc lxbcm lxbcmq
类别	lei bie	lb	19856	2	lbf lbfr lzbx lzbxf lzbxfr
老板	lao ban	lb	15094	2	lbj lbjd lkbj lkbjj lkbjjd
楼板	lou ban	lbbj	332	2	lbbjd lbbjdd
搂抱	lou bao	lbbk	128	2	lbbkq lbbkqq
漏报	lou bao	lbbk	64	2	lbbke lbbkeq
露背	lou bei	lbbz	189	2	lbbzm lbbzml
楼层	lou ceng	lbcg	2674	2	lbcgd lbcgds
漏斗	lou dou	lbdb	219	2	lbdbe lbdbey
漏掉	lou diao	lbdc	170	2	lbdce lbdceq
娄底	lou di	lbdi	852	2	lbdif lbdifi
露底	lou di	lbdi	88	2	lbdim lbdimi
娄底市	lou di shi	lbdiui	147	3	lbdiuif lbdiuify
楼道	lou dao	lbdk	516	2	lbdkd lbdkdy
楼道里	lou dao li	lbdkli	143	3	lbdklid lbdklidw
漏电	lou dian	lbdm	376	2	lbdme lbdmel
露点	lou dian	lbdm	304	2	lbdmm lbdmmy
漏洞	lou dong	lbds	2906	2	lbdse lbdsee
楼顶	lou ding	lbdy	732	2	lbdyd lbdydm
漏风	lou feng	lbfg	53	2	lbfge lbfgeh
楼房	lou fang	lbfh	1919	2	lbfhd lbfhdh
娄烦	lou fan	lbfj	144	2	lbfjf lbfjff
楼阁	lou ge	lbge	406	2	lbged lbgedl
露齿	lou chi	lbii	58	2	lbiim lbiimy
露出	lou chu	lbiu	5224	2	lbium lbiumu
漏出	lou chu	lbiu	84	2	lbiue lbiueu
露出来	lou chu lai	lbiull	209	3	lbiullm lbiullmd
楼价	lou jia	lbjw	400	2	lbjwd lbjwdo
镂空	lou kong	lbks	369	2	lbkso lbksoj
搂搂抱抱	lou lou bao bao	lblbbkbk	30	4	lblbbkbkq lblbbkbkqq
露了	lou le	lble	201	2	lblem lblemn
漏了	lou le	lble	195	2	lblee lbleen
楼里	lou li	lbli	366	2	lblid lblidw
楼兰	lou lan	lblj	318	2	lbljd lbljdt
露脸	lou lian	lblm	226	2	lblmm lblmmb
露面	lou mian	lbmm	809	2	lbmmm lbmmmm
楼面	lou mian	lbmm	352	2	lbmmd lbmmdm
漏气	lou qi	lbqi	155	2	lbqie lbqieo
楼群	lou qun	lbqp	85	2	lbqpd lbqpds
露头	lou tou	lbtb	318	2	lbtbm lbtbmy
露头角	lou tou jiao	lbtbjc	228	3	lbtbjcm lbtbjcmn
楼堂馆所	lou tang guan suo	lbthgrso	30	4	lbthgrsod lbthgrsodh
楼梯	lou ti	lbti	2703	2	lbtid lbtidd
楼梯间	lou ti jian	lbtijm	106	3	lbtijmd lbtijmdl
楼梯口	lou ti kou	lbtikb	190	3	lbtikbd lbtikbdr
楼台	lou tai	lbtl	264	2	lbtld lbtldi
楼上	lou shang	lbuh	3138	2	lbuhd lbuhdy
楼市	lou shi	lbui	8300	2	lbuid lbuidy
陋室	lou shi	lbui	116	2	lbuin lbuinj
漏水	lou shui	lbuv	705	2	lbuve lbuvee
漏税	lou shui	lbuv	165	2	lbuve lbuveh
搂着	lou zhe	lbve	666	2	lbveq lbveqt
楼主	lou zhu	lbvu	9924	2	lbvud lbvudy
搂住	lou zhu	lbvu	339	2	lbvuq lbvuqo
漏网	lou wang	lbwh	143	2	lbwhe lbwheb
漏网之鱼	lou wang zhi yu	lbwhviyu	64	4	lbwhviyue lbwhviyuen
陋习	lou xi	lbxi	210	2	lbxin lbxins
露馅	lou xian	lbxm	159	2	lbxmm lbxmmn
楼下	lou xia	lbxw	3439	2	lbxwd lbxwdm
娄星	lou xing	lbxy	50	2	lbxyf lbxyfa
漏油	lou you	lbyb	154	2	lbybe lbybee
蝼蚁	lou yi	lbyi	127	2	lbyil lbyill
露一手	lou yi shou	lbyiub	127	3	lbyiubm lbyiubmq
楼宇	lou yu	lbyu	1031	2	lbyud lbyudj
漏雨	lou yu	lbyu	83	2	lbyue lbyuem
篓子	lou zi	lbzi	61	2	lbzih lbzihn
搂在	lou zai	lbzl	193	2	lbzlq lbzlqk
露在	lou zai	lbzl	142	2	lbzlm lbzlmk
楼座	lou zuo	lbzo	319	2	lbzod lbzodi
理财	li cai	lc	17254	2	lcm lcmb licl liclm liclmb
聊吧	liao ba	lcba	164	2	lcbas lcbasr
撩拨	liao bo	lcbo	147	2	lcboq lcboqq
了不得	liao bu de	lcbude	208	3	lcbuden lcbudenh
了不起	liao bu qi	lcbuqi	1208	3	lcbuqin lcbuqing
潦草	liao cao	lcck	124	2	lccke lccket
料斗	liao dou	lcdb	76	2	lcdbf lcdbfy
了得	liao de	lcde	653	2	lcden lcdenh
聊得	liao de	lcde	316	2	lcdes lcdesh
了当	liao dang	lcdh	602	2	lcdhn lcdhnf
料到	liao dao	lcdk	665	2	lcdkf lcdkfm
聊到	liao dao	lcdk	463	2	lcdks lcdksm
潦倒	liao dao	lcdk	244	2	lcdke lcdkeo
撂倒	liao dao	lcdk	71	2	lcdkq lcdkqo
了断	liao duan	lcdr	232	2	lcdrn lcdrnv
辽东	liao dong	lcds	397	2	lcdsy lcdsyk
撩动	liao dong	lcds	59	2	lcdsq lcdsqm
疗法	liao fa	lcfa	3282	2	lcfak lcfake
聊过	liao guo	lcgo	113	2	lcgos lcgosy
辽河	liao he	lche	496	2	lchey lcheye
辽海	liao hai	lchl	53	2	lchly lchlye
聊城	liao cheng	lcig	2358	2	lcigs lcigsg
疗程	liao cheng	lcig	888	2	lcigk lcigkh
聊城市	liao cheng shi	lcigui	751	3	lciguis lciguisy
料及	liao ji	lcji	78	2	lcjif lcjifn
辽金	liao jin	lcjn	76	2	lcjny lcjnyc
料酒	liao jiu	lcjq	416	2	lcjqf lcjqfe
了结	liao jie	lcjx	563	2	lcjxn lcjxnv
了解到	liao jie dao	lcjxdk	3141	3	lcjxdkn lcjxdknm
镣铐	liao kao	lckk	68	2	lckko lckkoo
撩开	liao kai	lckl	82	2	lcklq lcklqm
辽阔	liao kuo	lcko	576	2	lckoy lckoyl
聊聊	liao liao	lclc	1750	2	lclcs lclcss
寥寥	liao liao	lclc	621	2	lclcj lclcjj
聊聊天	liao liao tian	lclctm	448	3	lclctms lclctmsm
嘹亮	liao liang	lcld	267	2	lcldr lcldry
了了	liao le	lcle	2131	2	lclen lclenn
料理	liao li	lcli	1693	2	lclif lclifm
聊赖	liao lai	lcll	222	2	lclls lcllsd
寥落	liao luo	lclo	69	2	lcloj lclojt
缭乱	liao luan	lclr	510	2	lclrv lclrvh
辽宁队	liao ning dui	lcnydv	182	3	lcnydvy lcnydvyn
辽宁省	liao ning sheng	lcnyug	2473	3	lcnyugy lcnyugyf
料峭	liao qiao	lcqc	83	2	lcqcf lcqcfu
聊起	liao qi	lcqi	296	2	lcqis lcqisg
撩起	liao qi	lcqi	168	2	lcqiq lcqiqg
了却	liao que	lcqt	512	2	lcqtn lcqtng
撩人	liao ren	lcrf	1190	2	lcrfq lcrfqo
了然	liao ran	lcrj	763	2	lcrjn lcrjnb
了然于心	liao ran yu xin	lcrjyuxn	33	4	lcrjyuxnn lcrjyuxnnp
缭绕	liao rao	lcrk	523	2	lcrkv lcrkvv
了如指掌	liao ru zhi zhang	lcruvivh	211	4	lcruvivhn lcruvivhnf
聊天	liao tian	lctm	11151	2	lctms lctmsm
聊天室	liao tian shi	lctmui	1379	3	lctmuis lctmuisj
辽沈	liao shen	lcuf	223	2	lcufy lcufye
疗伤	liao shang	lcuh	725	2	lcuhk lcuhko
聊上	liao shang	lcuh	81	2	lcuhs lcuhsy
了事	liao shi	lcui	825	2	lcuin lcuinj
聊着	liao zhe	lcve	458	2	lcves lcvest
聊斋	liao zhai	lcvl	498	2	lcvls lcvlsy
辽中	liao zhong	lcvs	468	2	lcvsy lcvsyl
料中	liao zhong	lcvs	54	2	lcvsf lcvsfl
瞭望	liao wang	lcwh	284	2	lcwhb lcwhby
了无	liao wu	lcwu	2959	2	lcwun lcwunm
了悟	liao wu	lcwu	60	2	lcwun lcwunp
疗效	liao xiao	lcxc	3222	2	lcxck lcxcky
料想	liao xiang	lcxd	173	2	lcxdf lcxdfd
辽西	liao xi	lcxi	248	2	lcxiy lcxiym
撂下	liao xia	lcxw	70	2	lcxwq lcxwqm
獠牙	liao ya	lcya	192	2	lcyak lcyakm
辽阳	liao yang	lcyh	1389	2	lcyhy lcyhyn
疗养	liao yang	lcyh	537	2	lcyhk lcyhkt
辽阳市	liao yang shi	lcyhui	194	3	lcyhuiy lcyhuiyy
辽阳县	liao yang xian	lcyhxm	140	3	lcyhxmy lcyhxmyb
疗养院	liao yang yuan	lcyhyr	227	3	lcyhyrk lcyhyrkn
聊以	liao yi	lcyi	86	2	lcyis lcyisv
辽源	liao yuan	lcyr	643	2	lcyry lcyrye
燎原	liao yuan	lcyr	336	2	lcyrf lcyrfm
辽远	liao yuan	lcyr	59	2	lcyry lcyryy
辽源市	liao yuan shi	lcyrui	143	3	lcyruiy lcyruiyy
料子	liao zi	lczi	102	2	lczif lczifn
辽足	liao zu	lczu	233	2	lczuy lczuyr
领导	ling dao	ld	34040	2	ldo ldor lydk lydko lydkor
来到	lai dao	ld	27966	2	ldd lddm lldk lldkd lldkdm
来的	lai de	ld	20210	2	ldd lddh llde llded lldedh
劳动	lao dong	ld	20077	2	ldt ldtm lkds lkdst lkdstm
两岸	liang an	ldan	4401	2	ldanm ldanmu
两把	liang ba	ldba	454	2	ldbam ldbamq
量表	liang biao	ldbc	299	2	ldbca ldbcaq
两本	liang ben	ldbf	570	2	ldbfm ldbfmd
两本书	liang ben shu	ldbfuu	197	3	ldbfuum ldbfuumi
量比	liang bi	ldbi	289	2	ldbia ldbiap
两笔	liang bi	ldbi	98	2	ldbim ldbimh
凉拌	liang ban	ldbj	458	2	ldbji ldbjiq
两半	liang ban	ldbj	362	2	ldbjm ldbjmf
两班	liang ban	ldbj	82	2	ldbjm ldbjmm
两包	liang bao	ldbk	111	2	ldbkm ldbkmp
两百	liang bai	ldbl	646	2	ldblm ldblmm
两败俱伤	liang bai ju shang	ldbljuuh	262	4	ldbljuuhm ldbljuuhmo
两百万	liang bai wan	ldblwj	103	3	ldblwjm ldblwjmm
两边	liang bian	ldbm	1926	2	ldbmm ldbmmy
两遍	liang bian	ldbm	280	2	ldbmm ldbmmy
量变	liang bian	ldbm	151	2	ldbma ldbmay
两鬓	liang bin	ldbn	113	2	ldbnm ldbnms
两部	liang bu	ldbu	1124	2	ldbum ldbumy
两步	liang bu	ldbu	630	2	ldbum ldbumy
两部分	liang bu fen	ldbuff	642	3	ldbuffm ldbuffmc
两不误	liang bu wu	ldbuwu	409	3	ldbuwum ldbuwumi
两倍	liang bei	ldbz	634	2	ldbzm ldbzmo
两杯	liang bei	ldbz	295	2	ldbzm ldbzmd
两侧	liang ce	ldce	2091	2	ldcem ldcemo
良策	liang ce	ldce	161	2	ldcei ldceih
两册	liang ce	ldce	148	2	ldcem ldcemb
量测	liang ce	ldce	93	2	ldcea ldceae
两层	liang ceng	ldcg	771	2	ldcgm ldcgms
粮仓	liang cang	ldch	194	2	ldchf ldchfo
两次	liang ci	ldci	5685	2	ldcim ldcimi
量词	liang ci	ldci	55	2	ldcia ldciai
粮草	liang cao	ldck	232	2	ldckf ldckft
凉菜	liang cai	ldcl	358	2	ldcli ldclit
亮彩	liang cai	ldcl	90	2	ldcly ldclyb
两大	liang da	ldda	3985	2	lddam lddamk
量大	liang da	ldda	1142	2	lddaa lddaak
两大类	liang da lei	lddalz	278	3	lddalzm lddalzmf
两党	liang dang	lddh	229	2	lddhm lddhmf
两档	liang dang	lddh	72	2	lddhm lddhmd
两地	liang di	lddi	1368	2	lddim lddimg
两滴	liang di	lddi	87	2	lddim lddime
两道	liang dao	lddk	702	2	lddkm lddkmy
粮道	liang dao	lddk	105	2	lddkf lddkfy
两刀	liang dao	lddk	76	2	lddkm lddkms
两代	liang dai	lddl	430	2	lddlm lddlmo
两袋	liang dai	lddl	61	2	lddlm lddlmo
亮点	liang dian	lddm	3028	2	lddmy lddmyy
两点	liang dian	lddm	1877	2	lddmm lddmmy
良多	liang duo	lddo	248	2	lddoi lddoin
两朵	liang duo	lddo	131	2	lddom lddomh
两端	liang duan	lddr	712	2	lddrm lddrmy
两段	liang duan	lddr	428	2	lddrm lddrmh
亮度	liang du	lddu	1780	2	ldduy ldduyi
两度	liang du	lddu	374	2	lddum lddumi
量度	liang du	lddu	89	2	lddua ldduai
两队	liang dui	lddv	848	2	lddvm lddvmn
两对	liang dui	lddv	277	2	lddvm lddvme
两耳	liang er	lder	87	2	lderm lderms
两罚	liang fa	ldfa	159	2	ldfam ldfamw
两份	liang fen	ldff	568	2	ldffm ldffmo
两分	liang fen	ldff	344	2	ldffm ldffmc
凉粉	liang fen	ldff	209	2	ldffi ldffif
两分钟	liang fen zhong	ldffvs	440	3	ldffvsm ldffvsmo
凉风	liang feng	ldfg	476	2	ldfgi ldfgih
两封	liang feng	ldfg	82	2	ldfgm ldfgmg
两房	liang fang	ldfh	1122	2	ldfhm ldfhmh
两方	liang fang	ldfh	481	2	ldfhm ldfhmy
良方	liang fang	ldfh	376	2	ldfhi ldfhiy
两方面	liang fang mian	ldfhmm	492	3	ldfhmmm ldfhmmmm
量贩	liang fan	ldfj	209	2	ldfja ldfjab
两幅	liang fu	ldfu	171	2	ldfum ldfuml
亮光	liang guang	ldgd	430	2	ldgdy ldgdyf
两广	liang guang	ldgd	168	2	ldgdm ldgdmy
两个月	liang ge yue	ldgeyt	3166	3	ldgeytm ldgeytmb
两个字	liang ge zi	ldgezi	1549	3	ldgezim ldgezimj
两根	liang gen	ldgf	600	2	ldgfm ldgfmd
晾干	liang gan	ldgj	233	2	ldgja ldgjam
两杆	liang gan	ldgj	55	2	ldgjm ldgjmd
两国	liang guo	ldgo	2206	2	ldgom ldgomw
两河	liang he	ldhe	142	2	ldhem ldheme
梁河	liang he	ldhe	58	2	ldhee ldheee
两行	liang hang	ldhh	317	2	ldhhm ldhhmh
两汉	liang han	ldhj	128	2	ldhjm ldhjme
两户	liang hu	ldhu	122	2	ldhum ldhumi
两湖	liang hu	ldhu	66	2	ldhum ldhume
两会	liang hui	ldhv	1672	2	ldhvm ldhvmo
两回	liang hui	ldhv	75	2	ldhvm ldhvmw
两回事	liang hui shi	ldhvui	131	3	ldhvuim ldhvuimj
量化	liang hua	ldhw	1030	2	ldhwa ldhwao
凉茶	liang cha	ldia	462	2	ldiai ldiait
两车	liang che	ldie	238	2	ldiem ldiemk
良辰	liang chen	ldif	214	2	ldifi ldifim
两成	liang cheng	ldig	429	2	ldigm ldigmi
量程	liang cheng	ldig	322	2	ldiga ldigah
凉城	liang cheng	ldig	231	2	ldigi ldigig
两场	liang chang	ldih	835	2	ldihm ldihmg
量产	liang chan	ldij	641	2	ldija ldijay
梁朝伟	liang chao wei	ldikwz	947	3	ldikwze ldikwzeo
两重	liang chong	ldis	343	2	ldism ldismh
两处	liang chu	ldiu	415	2	ldium ldiumh
亮出	liang chu	ldiu	377	2	ldiuy ldiuyu
两脚	liang jiao	ldjc	312	2	ldjcm ldjcmb
两角	liang jiao	ldjc	89	2	ldjcm ldjcmn
两江	liang jiang	ldjd	235	2	ldjdm ldjdme
良将	liang jiang	ldjd	63	2	ldjdi ldjdil
良机	liang ji	ldji	820	2	ldjii ldjiid
两级	liang ji	ldji	538	2	ldjim ldjimv
两极	liang ji	ldji	419	2	ldjim ldjimd
两季	liang ji	ldji	165	2	ldjim ldjimh
两集	liang ji	ldji	124	2	ldjim ldjimo
量级	liang ji	ldji	94	2	ldjia ldjiav
两记	liang ji	ldji	52	2	ldjim ldjimi
两件	liang jian	ldjm	1263	2	ldjmm ldjmmo
亮剑	liang jian	ldjm	641	2	ldjmy ldjmyo
两间	liang jian	ldjm	418	2	ldjmm ldjmml
两件事	liang jian shi	ldjmui	400	3	ldjmuim ldjmuimj
两晋	liang jin	ldjn	73	2	ldjnm ldjnmm
两军	liang jun	ldjp	294	2	ldjpm ldjpmb
良久	liang jiu	ldjq	480	2	ldjqi ldjqin
两句	liang ju	ldju	7781	2	ldjum ldjump
两居	liang ju	ldju	1681	2	ldjum ldjums
量具	liang ju	ldju	276	2	ldjua ldjuab
两局	liang ju	ldju	131	2	ldjum ldjums
两具	liang ju	ldju	106	2	ldjum ldjumb
两句话	liang ju hua	ldjuhw	329	3	ldjuhwm ldjuhwmi
两家	liang jia	ldjw	2047	2	ldjwm ldjwmj
两架	liang jia	ldjw	204	2	ldjwm ldjwmk
粮价	liang jia	ldjw	201	2	ldjwf ldjwfo
两颊	liang jia	ldjw	147	2	ldjwm ldjwmk
良家	liang jia	ldjw	140	2	ldjwi ldjwij
梁家辉	liang jia hui	ldjwhv	201	3	ldjwhve ldjwhvef
谅解	liang jie	ldjx	1115	2	ldjxi ldjxin
两节	liang jie	ldjx	434	2	ldjxm ldjxmt
两届	liang jie	ldjx	288	2	ldjxm ldjxms
两截	liang jie	ldjx	99	2	ldjxm ldjxmj
亮节	liang jie	ldjx	63	2	ldjxy ldjxyt
两节课	liang jie ke	ldjxke	111	3	ldjxkem ldjxkemi
亮晶晶	liang jing jing	ldjyjy	192	3	ldjyjyy ldjyjyya
梁静茹	liang jing ru	ldjyru	1088	3	ldjyrue ldjyruet
两口	liang kou	ldkb	420	2	ldkbm ldkbmr
两口子	liang kou zi	ldkbzi	246	3	ldkbzim ldkbzimn
两颗	liang ke	ldke	915	2	ldkem ldkemw
两棵	liang ke	ldke	186	2	ldkem ldkemd
两可	liang ke	ldke	160	2	ldkem ldkemm
两科	liang ke	ldke	111	2	ldkem ldkemh
两款	liang kuan	ldkr	1631	2	ldkrm ldkrmg
粮库	liang ku	ldku	158	2	ldkuf ldkufi
良苦用心	liang ku yong xin	ldkuysxn	125	4	ldkuysxni ldkuysxnip
两块	liang kuai	ldky	966	2	ldkym ldkymg
凉快	liang kuai	ldky	477	2	ldkyi ldkyip
两块钱	liang kuai qian	ldkyqm	106	3	ldkyqmm ldkyqmmo
亮亮	liang liang	ldld	543	2	ldldy ldldyy
两辆	liang liang	ldld	520	2	ldldm ldldmk
凉凉	liang liang	ldld	303	2	ldldi ldldii
两两	liang liang	ldld	135	2	ldldm ldldmm
量量	liang liang	ldld	50	2	ldlda ldldaa
两辆车	liang liang che	ldldie	107	3	ldldiem ldldiemk
踉踉跄跄	liang liang qiang qiang	ldldqdqd	66	4	ldldqdqdr ldldqdqdrr
亮了	liang le	ldle	691	2	ldley ldleyn
凉了	liang le	ldle	551	2	ldlei ldlein
量了	liang le	ldle	94	2	ldlea ldlean
靓丽	liang li	ldli	1642	2	ldliq ldliqm
亮丽	liang li	ldli	1242	2	ldliy ldliym
量力	liang li	ldli	356	2	ldlia ldliak
两粒	liang li	ldli	146	2	ldlim ldlimf
梁丽	liang li	ldli	110	2	ldlie ldliem
两立	liang li	ldli	96	2	ldlim ldlimy
两连	liang lian	ldlm	123	2	ldlmm ldlmmy
两轮	liang lun	ldlp	343	2	ldlpm ldlpmk
两路	liang lu	ldlu	356	2	ldlum ldlumr
良率	liang lv	ldlv	65	2	ldlvi ldlviy
两类	liang lei	ldlz	864	2	ldlzm ldlzmf
两肋	liang lei	ldlz	106	2	ldlzm ldlzmb
两肋插刀	liang lei cha dao	ldlziadk	76	4	ldlziadkm ldlziadkms
两码	liang ma	ldma	77	2	ldmam ldmamm
两秒	liang miao	ldmc	83	2	ldmcm ldmcmh
两门	liang men	ldmf	341	2	ldmfm ldmfml
两米	liang mi	ldmi	258	2	ldmim ldmimf
两面	liang mian	ldmm	993	2	ldmmm ldmmmm
凉面	liang mian	ldmm	96	2	ldmmi ldmmim
两面性	liang mian xing	ldmmxy	124	3	ldmmxym ldmmxymp
良民	liang min	ldmn	121	2	ldmni ldmnir
两名	liang ming	ldmy	3029	2	ldmym ldmymn
两枚	liang mei	ldmz	266	2	ldmzm ldmzmd
靓妹	liang mei	ldmz	157	2	ldmzq ldmzqv
量能	liang neng	ldng	526	2	ldnga ldngai
两难	liang nan	ldnj	713	2	ldnjm ldnjme
两男	liang nan	ldnj	164	2	ldnjm ldnjmw
两年	liang nian	ldnm	10258	2	ldnmm ldnmmo
两年后	liang nian hou	ldnmhb	464	3	ldnmhbm ldnmhbmh
两年内	liang nian nei	ldnmnz	362	3	ldnmnzm ldnmnzmo
两年前	liang nian qian	ldnmqm	764	3	ldnmqmm ldnmqmmt
粮农	liang nong	ldns	97	2	ldnsf ldnsfh
靓女	liang nv	ldnv	834	2	ldnvq ldnvqv
两女	liang nv	ldnv	373	2	ldnvm ldnvmv
粮票	liang piao	ldpc	250	2	ldpcf ldpcfm
两旁	liang pang	ldph	809	2	ldphm ldphmy
凉皮	liang pi	ldpi	253	2	ldpii ldpiid
两盘	liang pan	ldpj	155	2	ldpjm ldpjmh
两排	liang pai	ldpl	196	2	ldplm ldplmq
两派	liang pai	ldpl	190	2	ldplm ldplme
两篇	liang pian	ldpm	413	2	ldpmm ldpmmh
两片	liang pian	ldpm	407	2	ldpmm ldpmml
亮片	liang pian	ldpm	188	2	ldpmy ldpmyl
两瓶	liang ping	ldpy	298	2	ldpym ldpymt
梁平县	liang ping xian	ldpyxm	151	3	ldpyxme ldpyxmeb
